Component,q1,q2,q3,q4,q5,q6,q7,Energy,Error,Num_Transitions,E_marvel,e_E_marvel,Residual
0,1,2,1,1,1,1,f,5695.4921285287655,0.0014911740341086953,1,5695.4919932431,0.001532,0.00013528566523746122
0,1,2,1,1,1,2,e,5520.206355823961,0.0007909083385576358,2,5520.2057305864,0.0008239,0.0006252375605981797
0,1,2,1,1,1,2,f,5520.210512669144,0.00111265448365609,2,5520.2103773835,0.001166,0.00013528564431908308
0,1,2,1,1,1,3,e,5368.1311773977,0.0008000224996836026,2,5368.1305521602,0.0008326,0.0006252375005715294
0,1,2,1,1,1,3,f,5368.135340914809,0.0011191514642799698,2,5368.1352056291,0.001172,0.0001352857088932069
0,1,3,0,0,0,3,e,3812.0445053406897,0.00030083217912982643,1,3812.0444917172,0.0003008,1.3623489849123871e-05
0,1,3,0,0,1,1,e,6392.673092670344,0.001,2,6392.6730858586,0.001,6.811744242440909e-06
0,1,3,0,0,1,2,e,6208.4698,0.001,1,6208.4698,0.001,0.0
0,1,3,0,0,1,3,e,6074.467106405808,0.0005604462507680821,3,6074.4670954079,0.0005604,1.099790824810043e-05
0,1,3,0,0,1,4,e,5947.688,0.001,1,5947.688,0.001,0.0
0,1,3,1,1,1,1,e,7082.304215011658,0.0012693053218197738,1,7082.3035897741,0.00129,0.0006252375578696956
0,1,3,1,1,1,2,e,6879.038615011657,0.0012693053218197738,1,6879.0379897741,0.00129,0.0006252375569602009
0,1,3,1,1,1,2,f,6879.042778528766,0.0014911740341086953,1,6879.0426432431,0.001532,0.00013528566523746122
0,1,3,1,1,1,3,e,6709.364415011658,0.0012693053218197738,1,6709.3637897741,0.00129,0.0006252375578696956
0,1,3,1,1,1,3,f,6709.368578528765,0.0014911740341086953,1,6709.3684432431,0.001532,0.00013528566523746122
0,1,3,1,1,1,4,f,6547.943378528766,0.0014911740341086953,1,6547.9432432431,0.001532,0.00013528566523746122
0,1,4,0,0,1,2,e,7571.421732333226,0.00100024996875781,2,7571.4217289147,0.001,3.4185259210062213e-06
0,1,4,0,0,1,3,e,7400.321442670343,0.001,2,7400.3214358586,0.001,6.811742423451506e-06
0,1,4,0,0,1,4,e,7272.295681421471,0.001,3,7272.2956705574,0.001,1.0864071555261035e-05
0,1,4,0,0,1,5,e,7124.4268926703435,0.001,2,7124.4268858586,0.001,6.811743332946207e-06
0,1,4,1,1,1,3,e,8058.409715011658,0.0012693053218197738,1,8058.4090897741,0.00129,0.0006252375578696956
0,10,0,0,0,0,1,e,39.2611796150652,3.343650699460099e-05,120,39.2611236723,3.344e-05,5.594276520071162e-05
0,10,0,0,0,1,1,e,2361.387215863888,0.0012128326347851958,7,2361.3869701033,0.001215,0.0002457605878589675
0,10,0,0,0,2,1,e,4658.973610878167,0.0012493014047858908,4,4658.9733658251,0.001252,0.0002450530673741014
0,10,0,0,0,3,1,e,6932.047673210286,0.0015718632256020242,3,6932.0474283347,0.001574,0.0002448755858495133
0,10,0,1,1,0,1,e,699.0079753296803,0.0007514891882123122,45,699.0079752838,0.000787,4.588036972563714e-08
0,10,0,1,1,0,1,f,699.0657616579263,0.0010462963251392982,42,699.0649849884,0.001046,0.0007766695262034773
0,10,0,1,1,1,1,e,3008.8272984924424,0.0014469402199123501,2,3008.8267184273,0.001447,0.0005800651424578973
0,10,0,1,1,1,1,f,3008.883507299982,0.0011767480613963212,2,3008.8827726922,0.001199,0.0007346077818510821
0,10,0,1,1,2,1,e,5294.1361807659305,0.0010898330147320735,2,5294.135632017,0.00109,0.0005487489306688076
0,10,0,1,1,2,1,f,5294.184605096045,0.0005510154262813338,2,5294.1830784043,0.0007317,0.001526691744402342
0,10,0,1,1,3,1,e,7554.955529944835,0.0014469402199123501,1,7554.9549429321,0.001447,0.0005870127351954579
0,10,0,1,1,3,1,f,7555.0085121211505,0.0011767480613963212,1,7555.0077579946,0.001199,0.0007541265504187322
0,10,0,2,2,0,1,e,1359.2243724246532,0.005044799302251776,13,1359.2232907705,0.005063,0.0010816541532676638
0,10,0,2,2,0,1,f,1359.223612606745,0.005026927491022722,10,1359.2228427232,0.005027,0.0007698835449900798
0,10,0,2,2,1,1,e,3656.7533517096,0.005107837115648854,1,3656.752878375,0.005108,0.0004733345999738958
0,10,0,2,2,1,1,f,3656.7541186644135,0.005142956348249517,1,3656.7533328471,0.00516,0.0007858173134991375
0,10,0,2,2,3,1,e,8178.3892017096,0.005107837115648854,1,8178.388728375,0.005108,0.00047333459951914847
0,10,0,2,2,3,1,f,8178.389968664414,0.005142956348249517,1,8178.3891828471,0.00516,0.0007858173139538849
0,10,1,0,0,0,1,e,1394.9679789027211,6.0224579699654204e-05,8,1394.9680099319,6.022e-05,-3.102917889918899e-05
0,10,1,0,0,0,2,e,1283.83387371514,6.0224579699654204e-05,15,1283.8338212891,6.022e-05,5.2426040156206e-05
0,10,1,0,0,1,1,e,3694.1237819451685,0.0012493014047858908,7,3694.1235359405,0.001252,0.00024600466849733493
0,10,1,0,0,1,2,e,3586.219914438137,0.0012493014047858908,6,3586.2196693106,0.001252,0.0002451275372550299
0,10,1,0,0,2,1,e,5968.977480052478,0.0015718632256020242,2,5968.9772349994,0.001574,0.0002450530782880378
0,10,1,0,0,2,2,e,5863.970730228005,0.0015718632256020242,3,5863.9704849976,0.001574,0.00024523040519852657
0,10,1,0,0,3,1,e,8219.578820052478,0.0023389643007108935,2,8219.5785749994,0.00234,0.0002450530791975325
0,10,1,0,0,3,2,e,8117.1019700524785,0.0023389643007108935,2,8117.1017249994,0.00234,0.0002450530782880378
0,10,1,1,1,0,1,e,2075.361135052479,0.0015718632256020242,2,2075.3608899994,0.001574,0.00024505307874278515
0,10,1,1,1,0,1,f,2075.4548396150653,0.0010005588438467773,1,2075.4547836723,0.001001,5.594276535703102e-05
0,10,1,1,1,0,2,e,1924.0107257883744,0.0008113790729369349,3,1924.0127169631,0.001574,-0.001991174725617384
0,10,1,1,1,0,2,f,1924.092359615065,0.0010005588438467773,3,1924.0923036723,0.001001,5.5942765129657346e-05
0,10,1,1,1,1,1,e,4362.2526975890405,0.0010879503665149435,6,4362.2519490481,0.001088,0.0007485409405489918
0,10,1,1,1,1,1,f,4362.342603206711,0.000689010885255088,7,4362.3418707508,0.0007266,0.0007324559110202244
0,10,1,1,1,1,2,e,4214.05766832508,0.0010879503665149435,8,4214.0568472505,0.001088,0.0008210745800170116
0,10,1,1,1,1,2,f,4214.136654832042,0.000689010885255088,6,4214.1359622748,0.0007266,0.0006925572424734128
0,10,1,1,1,2,1,e,6624.841779525901,0.0015718632256020242,1,6624.8415350051,0.001574,0.0002445208010612987
0,10,1,1,1,2,1,f,6624.926179615066,0.0010005588438467773,1,6624.9261236723,0.001001,5.594276626652572e-05
0,10,1,1,1,2,2,e,6479.532226150998,0.0014469402199123501,4,6479.5318595715,0.001448,0.00036657949840446236
0,10,1,1,1,2,2,f,6479.610384738342,0.0010005588438467773,3,6479.6098763522,0.001001,0.000508386141518713
0,10,1,2,2,1,1,e,5026.104452973184,0.005017967716117752,2,5026.1043231762,0.005018,0.00012979698476556223
0,10,1,2,2,1,1,f,5026.105218215823,0.005035871324805669,2,5026.1047771822,0.005054,0.0004410336223372724
0,10,1,2,2,1,2,e,4847.145694866129,0.005017967716117752,3,4847.1450796421,0.005018,0.0006152240284791333
0,10,1,2,2,1,2,f,4847.146458406154,0.0050537115073973115,3,4847.1455310401,0.005071,0.0009273660543840379
0,10,1,2,2,2,1,f,7276.36617532968,0.001250894080248204,1,7276.3661752838,0.001273,4.588036972563714e-08
0,10,2,0,0,0,1,e,2777.6165850524785,0.0015718632256020242,2,2777.6163399994,0.001574,0.0002450530782880378
0,10,2,0,0,0,2,e,2624.8981250524785,0.0015718632256020242,2,2624.8978799994,0.001574,0.0002450530782880378
0,10,2,0,0,0,3,e,2512.7541550524784,0.0015718632256020242,2,2512.7539099994,0.001574,0.0002450530782880378
0,10,2,0,0,1,1,e,5053.011949888699,0.0012127876978267878,9,5053.0117048274,0.001215,0.0002450612992106471
0,10,2,0,0,1,2,e,4905.8220971551145,0.0012291273327039798,11,4905.8217093023,0.001231,0.0003878528141285642
0,10,2,0,0,1,3,e,4794.530867198747,0.001212870149686272,9,4794.5306216234,0.001215,0.0002455753465255839
0,10,2,0,0,2,1,e,7304.238030052478,0.0015718632256020242,2,7304.2377849994,0.001574,0.0002450530782880378
0,10,2,0,0,2,2,e,7162.499701585695,0.0015725975327463794,2,7162.4994590676,0.001574,0.00024251809554698411
0,10,2,0,0,2,3,e,7051.576832468902,0.0015719268430814456,4,7051.5766079048,0.001574,0.0002245641016997979
0,10,2,1,1,0,2,e,3290.39701626713,0.0012493814469568532,2,3290.3967706819,0.001252,0.00024558523000450805
0,10,2,1,1,1,1,e,5733.825609897608,0.0010557632310324127,4,5733.8250312263,0.001056,0.0005786713081761263
0,10,2,1,1,1,1,f,5733.953435725173,0.0006405747419310256,4,5733.9527497831,0.0006808,0.0006859420727778343
0,10,2,1,1,1,2,e,5558.461418125465,0.0010469651379105228,5,5558.4608395762,0.001047,0.0005785492649010848
0,10,2,1,1,1,2,f,5558.566617250607,0.0006274838643343748,4,5558.5659026583,0.0006685,0.0007145923073039739
0,10,2,1,1,1,3,e,5406.422827640637,0.0010445659385601275,4,5406.4222430487,0.001045,0.0005845919367857277
0,10,2,1,1,1,3,f,5406.5300263578065,0.0006222828938674113,5,5406.5292856786,0.0006637,0.0007406792065012269
0,10,2,1,1,2,2,f,7802.335979615065,0.0010005588438467773,1,7802.3359236723,0.001001,5.594276535703102e-05
0,10,2,2,2,1,3,e,6026.835904236768,0.005035871324805669,1,6026.8361179774,0.005036,-0.00021374063180701341
0,10,2,2,2,1,3,f,6026.836667767231,0.005035871324805669,1,6026.8365715173,0.005054,9.62499307206599e-05
0,10,3,0,0,0,2,e,3989.5242005790565,0.0012493814469568532,1,3989.5239549938,0.001252,0.0002455852563798544
0,10,3,0,0,0,3,e,3850.4968435387173,0.0012493014047858908,4,3850.4965984857,0.001252,0.0002450530173518928
0,10,3,0,0,1,1,e,6431.085280052479,0.0015718632256020242,2,6431.0850349994,0.001574,0.0002450530791975325
0,10,3,0,0,1,2,e,6246.7450605574895,0.0013357971402874016,5,6246.7448154477,0.001338,0.00024510978983016685
0,10,3,0,0,1,3,e,6112.624886050466,0.0012284799550664226,9,6112.6242342621,0.001253,0.000651788365757966
0,10,3,0,0,1,4,e,5986.007364788919,0.0012812349511311342,6,5986.0071293636,0.001283,0.00023542531926068477
0,10,3,1,1,0,4,e,4336.790380579057,0.00233900705428607,1,4336.7901349938,0.00234,0.0002455852563798544
0,10,3,1,1,1,1,e,7120.672529944834,0.0014469402199123501,1,7120.6719429321,0.001447,0.0005870127342859632
0,10,3,1,1,1,1,f,7120.838382478815,0.0011798881302903254,1,7120.8376673897,0.001202,0.0007150891151468386
0,10,3,1,1,1,2,e,6917.3088299448345,0.0014469402199123501,1,6917.3082429321,0.001447,0.0005870127342859632
0,10,3,1,1,1,2,f,6917.449297299982,0.0011767480613963212,2,6917.4485626922,0.001199,0.0007346077827605768
0,10,3,1,1,1,3,e,6747.5787670400505,0.0014483563097525414,1,6747.5781939225,0.001448,0.0005731175506298314
0,10,3,1,1,1,3,f,6747.70359729998,0.0011767480613963212,2,6747.7028626922,0.001199,0.0007346077800320927
0,10,3,1,1,1,4,e,6586.254429944835,0.0014469402199123501,1,6586.2538429321,0.001447,0.0005870127342859632
0,10,3,1,1,1,4,f,6586.392047299982,0.0011767480613963212,2,6586.3913126922,0.001199,0.0007346077818510821
0,10,3,2,2,1,4,e,7196.198449236768,0.0051254268114958,2,7196.1986629774,0.005125,-0.00021374063180701341
0,10,3,2,2,1,4,f,7196.199212767232,0.0051254268114958,2,7196.1991165173,0.005143,9.62499316301546e-05
0,10,4,0,0,1,1,e,7823.665880579057,0.0015719268430814456,1,7823.6656349938,0.001574,0.0002455852563798544
0,10,4,0,0,1,2,e,7609.762617766433,0.0015718632256020242,3,7609.7625779606,0.001574,3.980583369411761e-05
0,10,4,0,0,1,3,e,7438.5007300524785,0.0015718632256020242,2,7438.5004849994,0.001574,0.0002450530782880378
0,10,4,0,0,1,4,e,7310.447959396475,0.0015718632256020242,3,7310.4477076572,0.001574,0.00025173927497235127
0,10,4,0,0,1,5,e,7162.804461903665,0.0015718632256020242,3,7162.8042339418,0.001574,0.00022796186476625735
0,10,4,1,1,1,2,f,8291.639582478816,0.0011798881302903254,1,8291.6388673897,0.001202,0.0007150891160563333
0,10,4,1,1,1,3,e,8096.613198492442,0.0014469402199123501,2,8096.6126184273,0.001447,0.0005800651424578973
0,10,4,1,1,1,3,f,8096.766847299981,0.0011767480613963212,2,8096.7661126922,0.001423,0.0007346077809415874
0,10,4,1,1,1,4,f,7928.449897299981,0.0011767480613963212,2,7928.4491626922,0.001199,0.0007346077809415874
0,10,4,1,1,1,5,e,7754.531983399993,0.0014146087798398539,1,7754.531442458,0.001415,0.0005409419927673298
0,10,4,1,1,1,5,f,7754.714178070212,0.0011767480613963212,3,7754.7131119186,0.001236,0.0010661516125765047
0,10,5,0,0,1,5,e,8495.88641808448,0.0015727247057257033,1,8495.8861529726,0.001574,0.000265111879343749
0,11,0,0,0,0,1,e,47.11347952590063,0.001212746469794903,103,47.1132350051,0.001215,0.00024452080062786763
0,11,0,0,0,1,1,e,2369.176952317285,3.357082066318905e-05,8,2369.1768974673,3.357e-05,5.4849985190230655e-05
0,11,0,0,0,2,1,e,4666.7016450958745,0.00030185758231324915,4,4666.7015901168,0.0003019,5.4979074775474146e-05
0,11,0,0,0,3,1,e,6939.71421050872,0.0010005588438467773,4,6939.7141555297,0.001001,5.497901929629734e-05
0,11,0,1,1,0,1,e,706.8690299448351,0.0010457705293227572,45,706.8684429321,0.001046,0.0005870127350817711
0,11,0,1,1,0,1,f,706.9384121211505,0.000620270908555286,48,706.9376579946,0.0006618,0.0007541265504187322
0,11,0,1,1,1,1,e,3016.6265931289054,0.001250894080248204,2,3016.6266803126,0.001271,-8.718369463167619e-05
0,11,0,1,1,1,1,f,3016.694167923397,0.00144700932961747,2,3016.6933802203,0.001447,0.0007877030971030763
0,11,0,1,1,2,1,e,5301.872831838704,0.0008091575866294525,3,5301.8709007955,0.0008403,0.0019310432035126723
0,11,0,1,1,2,1,f,5301.936884188868,0.001088042278590313,1,5301.9360854522,0.001088,0.0007987366680026753
0,11,0,1,1,3,1,e,7562.632998128903,0.001250894080248204,2,7562.6330853126,0.001271,-8.71836973601603e-05
0,11,0,1,1,3,1,f,7562.697457923396,0.00144700932961747,2,7562.6966702203,0.001537,0.0007877030957388342
0,11,0,2,2,0,1,e,1367.1043242367684,0.005026927491022722,10,1367.1045379774,0.005027,-0.00021374063157963974
0,11,0,2,2,0,1,f,1367.1050877672317,0.005026927491022722,10,1367.1049915173,0.005045,9.62499316301546e-05
0,11,0,2,2,1,1,e,3664.575022424653,0.005142956348249517,1,3664.5739407705,0.00516,0.0010816541530402901
0,11,0,2,2,1,1,f,3664.574262606745,0.0051254268114958,1,3664.5734927232,0.005125,0.0007698835447627062
0,11,0,2,2,3,1,e,8186.088308046253,0.0051254268114958,1,8186.0868758388,0.005143,0.0014322074530355167
0,11,0,2,2,3,1,f,8186.087557091069,0.005142956348249517,1,8186.0864343685,0.005143,0.001122722569562029
0,11,1,0,0,0,1,e,1402.8307899770418,0.0012136980678900333,9,1402.830580064,0.001216,0.00020991304177186976
0,11,1,0,0,0,2,e,1291.6817956060347,0.0012136980678900333,15,1291.6816018264,0.001216,0.0001937796346282994
0,11,1,0,0,1,1,e,3701.9232898221176,0.00030185758231324915,8,3701.92323419,0.0003019,5.563211743719876e-05
0,11,1,0,0,1,2,e,3594.006849797326,0.00030185758231324915,7,3594.0068415893,0.0003019,8.208025974454358e-06
0,11,1,0,0,2,1,e,5976.7137796150655,0.0010005588438467773,1,5976.7137236723,0.001001,5.594276535703102e-05
0,11,1,0,0,2,2,e,5871.697343544168,0.0010005588438467773,3,5871.6972882439,0.001001,5.5300267376878764e-05
0,11,1,0,0,3,1,e,8227.252247659155,0.0010018118585842354,3,8227.2521817016,0.001002,6.59575543977553e-05
0,11,1,0,0,3,2,e,8124.7694055087195,0.002000279480472666,2,8124.7693505297,0.002,5.497901929629734e-05
0,11,1,1,1,0,1,e,2083.2251205087186,0.0010005588438467773,2,2083.2250655297,0.001001,5.497901884154999e-05
0,11,1,1,1,0,2,e,1931.8713087318797,0.0010005678387795603,3,1931.8708341091,0.001001,0.0004746227796204039
0,11,1,1,1,0,2,f,1931.966877764853,0.0006888657343778975,4,1931.9661500738,0.0007265,0.0007276910530435998
0,11,1,1,1,1,1,e,4370.055849060369,0.000689010885255088,9,4370.0557077655,0.0007403,0.0001412948686265736
0,11,1,1,1,1,1,f,4370.163052788322,0.001088042278590313,6,4370.1623412021,0.001088,0.0007115862217688118
0,11,1,1,1,1,2,e,4221.855205205724,0.000689010885255088,7,4221.8551332959,0.0008267,7.190982432803139e-05
0,11,1,1,1,1,2,f,4221.949033195978,0.0010879503665149435,6,4221.9488686799,0.001088,0.00016451607734779827
0,11,1,1,1,2,1,e,6632.582927472374,0.0010005588438467773,2,6632.5828994781,0.001001,2.7994273295917083e-05
0,11,1,1,1,2,1,f,6632.686861657927,0.001447320282453058,1,6632.6860849884,0.001447,0.000776669527112972
0,11,1,1,1,2,2,e,6487.270592255512,0.0010005588438467773,6,6487.2705131558,0.001001,7.909971282060724e-05
0,11,1,1,1,2,2,f,6487.363520243897,0.00144700932961747,5,6487.3628411773,0.001447,0.000679066597513156
0,11,1,2,2,1,1,e,5033.930815235452,0.005035871324805669,2,5033.9295583047,0.005054,0.0012569307527883211
0,11,1,2,2,1,1,f,5033.930059848906,0.005035871324805669,2,5033.9291135458,0.005036,0.0009463031065024552
0,11,1,2,2,1,2,e,4854.968667220565,0.005035871324805669,2,4854.9672350132,0.005054,0.0014322073657240253
0,11,1,2,2,1,2,f,4854.967916265381,0.0050537115073973115,2,4854.9667935428,0.005054,0.0011227225813854602
0,11,1,2,2,2,1,f,7284.130229944834,0.0014469402199123501,1,7284.1296429321,0.001447,0.0005870127342859632
0,11,1,2,2,2,2,e,7108.205582424653,0.005142956348249517,1,7108.2045007705,0.00516,0.0010816541525855428
0,11,2,0,0,0,1,e,2785.491020508719,0.0010005588438467773,2,2785.4909655297,0.001001,5.497901884154999e-05
0,11,2,0,0,0,2,e,2632.743605508719,0.0010005588438467773,2,2632.7435505297,0.001001,5.497901929629734e-05
0,11,2,0,0,0,3,e,2520.6059505087187,0.0010005588438467773,2,2520.6058955297,0.001001,5.497901884154999e-05
0,11,2,0,0,1,1,e,5060.824513057212,3.4899856733230304e-05,8,5060.8244461,3.49e-05,6.695721185678849e-05
0,11,2,0,0,1,2,e,4913.605274934975,3.4899856733230304e-05,9,4913.6052178244,3.49e-05,5.7110574744001497e-05
0,11,2,0,0,1,3,e,4802.3245335082665,0.0002027757381937001,10,4802.3242952516,0.0002028,0.00023825666630727937
0,11,2,0,0,2,1,e,7311.990570508719,0.0010005588438467773,2,7311.9905155297,0.001001,5.497901929629734e-05
0,11,2,0,0,2,2,e,7170.22110347778,0.0010005588438467773,5,7170.2213140178,0.001001,-0.00021054001990705729
0,11,2,0,0,2,3,e,7059.312867408207,0.0010005588438467773,6,7059.3128664714,0.001001,9.368068276671693e-07
0,11,2,1,1,0,2,e,3298.2499496150654,0.00030185758231324915,2,3298.2498936723,0.0003019,5.594276535703102e-05
0,11,2,1,1,0,3,e,3144.422249615065,0.0010005588438467773,1,3144.4221936723,0.001001,5.594276490228367e-05
0,11,2,1,1,1,1,e,5741.634573917546,0.000762650640857267,2,5741.6345738717,0.0007976,4.5845808926969767e-08
0,11,2,1,1,1,1,f,5741.787430342162,0.00105434150065337,2,5741.7866536727,0.001054,0.0007766694625388482
0,11,2,1,1,1,2,e,5566.253947290104,0.0007525529881676108,5,5566.2540372272,0.000786,-8.993709525384475e-05
0,11,2,1,1,1,2,f,5566.379446194708,0.0010466307849475859,5,5566.3786615809,0.001047,0.0007846138078093645
0,11,2,1,1,1,3,e,5414.222477506085,0.0007531507153286121,4,5414.2228107718,0.0007865,-0.00033326571519864956
0,11,2,1,1,1,3,f,5414.350492954194,0.0010445745545436189,4,5414.349719006,0.001045,0.0007739481943644932
0,11,2,1,1,2,2,e,7809.960579615065,0.0010005588438467773,1,7809.9605236723,0.001001,5.594276535703102e-05
0,11,2,2,2,1,3,e,6034.6667302354535,0.005035871324805669,2,6034.6654733047,0.005054,0.0012569307536978158
0,11,2,2,2,1,3,f,6034.6659748489055,0.005035871324805669,2,6034.6650285458,0.005036,0.0009463031055929605
0,11,3,0,0,0,2,e,3997.3825905087183,0.00030185758231324915,2,3997.3832759613,0.0003019,-0.0006854525818198454
0,11,3,0,0,0,3,e,3858.3294205545903,0.00030185758231324915,4,3858.3291569669,0.0003019,0.0002635876903696044
0,11,3,0,0,1,1,e,6438.908970508719,0.0010005588438467773,2,6438.9089155297,0.001001,5.497901929629734e-05
0,11,3,0,0,1,2,e,6254.541049621799,0.0005609973261968366,5,6254.54099454,0.000561,5.508179947355529e-05
0,11,3,0,0,1,3,e,6120.396548017231,0.00018980779752159817,8,6120.396468124,0.0001898,7.989323057699949e-05
0,11,3,0,0,1,4,e,5993.812417567143,0.00035545041848336596,5,5993.8123697804,0.0003555,4.7786742470634636e-05
0,11,3,1,1,1,1,e,7128.48897532968,0.001250894080248204,1,7128.4889752838,0.001273,4.588036972563714e-08
0,11,3,1,1,1,1,f,7128.685861657927,0.001447320282453058,1,7128.6850849884,0.001447,0.0007766695262034773
